,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform_grouped,Publisher_grouped
10077,10079.0,Start the Party! Save the World,PS3,2011-01-01,Misc,Sony Computer Entertainment,0.0,0.09,0.0,0.03,0.11,xbox,other
10078,10080.0,The King of Fighters XII,X360,2009-01-01,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,nintendo_handheld,Namco Bandai Games
10079,10081.0,Digimon World DS,DS,2006-01-01,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.01,0.11,playstation,Namco Bandai Games
10080,10082.0,Naruto Ultimate Collection,PS2,2008-01-01,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,playstation,other
10081,10083.0,The King of Fighters '99,PS,2000-01-01,Fighting,SNK,0.0,0.0,0.11,0.01,0.11,playstation,other
10082,10084.0,Mass Destruction,PS,1997-01-01,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.01,0.11,xbox,other
10083,10085.0,Bodycount,X360,2011-01-01,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,xbox,Ubisoft
10084,10086.0,Batman: Rise of Sin Tzu,XB,2003-01-01,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,sega,Sega
10085,10087.0,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998-01-01,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,Activision
10086,10088.0,Skylanders: SuperChargers,3DS,2015-01-01,Action,Activision,0.05,0.06,0.0,0.01,0.11,nintendo_console,other
10087,10089.0,Super Swing Golf Season 2,Wii,2007-01-01,Sports,Rising Star Games,0.08,0.0,0.03,0.01,0.11,playstation,Namco Bandai Games
10088,10090.0,Queen's Blade: Spiral Chaos,PSP,2009-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,playstation,Konami Digital Entertainment
10089,10091.0,Jikkyou Powerful Pro Yakyuu '95,PS,1994-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.11,xbox,other
10090,10092.0,Spy vs Spy,XB,2005-01-01,Action,Global Star,0.08,0.02,0.0,0.0,0.11,playstation,other
10091,10093.0,Coraline,PS2,2009-01-01,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,xbox,Ubisoft
10092,10094.0,The Price is Right: Decades,X360,2011-01-01,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11,sega,Sega
10093,10095.0,Sega Touring Car Championship,SAT,1996-01-01,Racing,Sega,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,Electronic Arts
10094,10096.0,GoldenEye: Rogue Agent,DS,2005-01-01,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,playstation,other
10095,10097.0,JASF: Jane's Advanced Strike Fighters,PS3,2011-01-01,Simulation,Deep Silver,0.07,0.03,0.0,0.02,0.11,nintendo_handheld,other
10096,10098.0,Cake Mania,DS,2007-01-01,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,playstation,Ubisoft
10097,10099.0,Cold Fear,PS2,2005-01-01,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11,playstation,other
10098,10100.0,Akiba's Trip: Undead & Undressed,PS4,2014-01-01,Action,Acquire,0.08,0.0,0.01,0.02,0.11,nintendo_console,Nintendo
10099,10101.0,Zangeki no Reginleiv,Wii,2010-01-01,Action,Nintendo,0.0,0.0,0.11,0.0,0.11,,other
10100,10102.0,Stronghold Kingdoms,PC,2011-01-01,Strategy,DTP Entertainment,0.0,0.1,0.0,0.02,0.11,nintendo_handheld,other
10101,10103.0,Fabulous Finds,DS,2009-01-01,Puzzle,ValuSoft,0.1,0.0,0.0,0.01,0.11,nintendo_console,Ubisoft
10102,10104.0,Vacation Sports,Wii,2009-01-01,Sports,Ubisoft,0.1,0.01,0.0,0.01,0.11,playstation,other
10103,10105.0,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006-01-01,Misc,Daito,0.0,0.0,0.11,0.0,0.11,nintendo_console,other
10104,10106.0,PDC World Championship Darts: Pro Tour,Wii,2010-01-01,Sports,O-Games,0.0,0.1,0.0,0.01,0.11,nintendo_console,Activision
10105,10107.0,Pimp My Ride,Wii,2008-01-01,Racing,Activision,0.1,0.0,0.0,0.01,0.11,playstation,Ubisoft
10106,10108.0,Surf's Up,PSP,2007-01-01,Sports,Ubisoft,0.02,0.06,0.0,0.03,0.11,playstation,Sony Computer Entertainment
10107,10109.0,Invizimals: The Lost Tribes,PSP,2011-01-01,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.04,0.11,nintendo_handheld,other
10108,10110.0,Let's Play Garden,DS,2010-01-01,Simulation,Deep Silver,0.11,0.0,0.0,0.01,0.11,xbox,other
10109,10111.0,NHL Hitz 20-03,XB,2002-01-01,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11,xbox,other
10110,10112.0,Murakumo: Renegade Mech Pursuit,XB,2002-01-01,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,nintendo_console,other
10111,10113.0,Heavy Fire: Afghanistan,Wii,2011-01-01,Shooter,Mastiff,0.11,0.0,0.0,0.01,0.11,playstation,other
10112,10114.0,Samurai Warriors 4-II,PS4,2015-01-01,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,xbox,Ubisoft
10113,10115.0,Open Season,X360,2006-01-01,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,nintendo_handheld,Konami Digital Entertainment
10114,10116.0,WireWay,DS,2009-01-01,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,xbox,other
10115,10117.0,Gun Metal,XB,2002-01-01,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,nintendo_handheld,THQ
10116,10118.0,Just In Time Translations,DS,2009-01-01,Misc,THQ,0.1,0.0,0.0,0.01,0.11,playstation,other
10117,10119.0,John Daly's ProStroke Golf,PS3,2010-01-01,Sports,O-Games,0.09,0.02,0.0,0.01,0.11,playstation,Konami Digital Entertainment
10118,10120.0,Pro Yaky? Spirits 5,PS3,2008-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,playstation,other
10119,10121.0,Samurai Warriors 4-II,PS3,2015-01-01,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,nintendo_console,other
10120,10122.0,BloodRayne,GC,2002-01-01,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11,nintendo_console,other
10121,10123.0,The Hardy Boys: The Hidden Theft,Wii,2009-01-01,Adventure,The Adventure Company,0.07,0.03,0.0,0.01,0.11,playstation,other
10122,10124.0,Metal Slug 4 & 5,PS2,2005-01-01,Shooter,SNK Playmore,0.05,0.04,0.0,0.01,0.11,xbox,Namco Bandai Games
10123,10125.0,Pac-Man and the Ghostly Adventures 2,X360,2014-01-01,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,playstation,other
10124,10126.0,ECW Anarchy Rulz,PS,1999-01-01,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,playstation,Namco Bandai Games
10125,10127.0,InuYasha: A Feudal Fairy Tale,PS,2002-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,nintendo_handheld,other
10126,10128.0,Gem Quest: 4 Elements,DS,2011-01-01,Puzzle,Mastertronic,0.05,0.05,0.0,0.01,0.11,nintendo_handheld,Ubisoft
10127,10129.0,Funky Barn,3DS,2012-01-01,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,playstation,Konami Digital Entertainment
10128,10130.0,J-League Winning Eleven 9: Asia Championship,PS2,2005-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,Ubisoft
10129,10131.0,Sabrina The Teenage Witch: Potion Commotion,GBA,2002-01-01,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11,nintendo_handheld,other
10130,10132.0,Pac-Man Pinball Advance,GBA,2005-01-01,Misc,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,nintendo_handheld,other
10131,10133.0,Pocket Pets,DS,2007-01-01,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01,0.11,nintendo_handheld,other
10132,10134.0,Yu Yu Hakusho: Tournament Tactics,GBA,2004-01-01,Strategy,Atari,0.08,0.03,0.0,0.0,0.11,nintendo_console,Sega
10133,10135.0,Home Run King,GC,2002-01-01,Sports,Sega,0.09,0.02,0.0,0.0,0.11,nintendo_handheld,other
10134,10136.0,Power Rangers: Super Legends,DS,2007-01-01,Action,Disney Interactive Studios,0.08,0.03,0.0,0.01,0.11,playstation,other
10135,10137.0,To Heart 2: Dungeon Travelers,PSP,2011-01-01,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,xbox,other
10136,10138.0,Where the Wild Things Are,X360,2009-01-01,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,nintendo_handheld,Konami Digital Entertainment
10137,10139.0,Lost in Blue,DS,2005-01-01,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,playstation,other
10138,10140.0,Criminal Girls: Invite Only,PSV,2013-01-01,Role-Playing,Nippon Ichi Software,0.04,0.02,0.04,0.02,0.11,playstation,THQ
10139,10141.0,WWE All Stars,PS2,2011-01-01,Fighting,THQ,0.05,0.04,0.0,0.01,0.11,playstation,Konami Digital Entertainment
10140,10142.0,MLB Power Pros,PS2,2007-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,xbox,THQ
10141,10143.0,Truth or Lies,X360,2010-01-01,Misc,THQ,0.07,0.03,0.0,0.01,0.11,sega,Sega
10142,10144.0,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995-01-01,Misc,Sega,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,Nintendo
10143,10145.0,Kousoku Card Battle: Card Hero,DS,2007-01-01,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11,playstation,Konami Digital Entertainment
10144,10146.0,AirForce Delta Strike,PS2,2004-01-01,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11,nintendo_console,other
10145,10147.0,Dora's Big Birthday Adventure,Wii,2010-01-01,Misc,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11,nintendo_handheld,Konami Digital Entertainment
10146,10148.0,Tokimeki Memorial: Girl's Side 2nd Season,DS,2008-01-01,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,Ubisoft
10147,10149.0,Disney's Peter Pan: Return to Never Land,GBA,2002-01-01,Platform,Ubisoft,0.08,0.03,0.0,0.0,0.11,xbox,THQ
10148,10150.0,The Fairly Odd Parents: Breakin Da Rules,XB,2003-01-01,Platform,THQ,0.08,0.02,0.0,0.0,0.11,playstation,Activision
10149,10151.0,Monkey Island: Special Edition Collection,PS3,2011-01-01,Adventure,Activision,0.0,0.08,0.0,0.03,0.11,nintendo_console,other
10150,10152.0,Capcom vs. SNK 2 EO,GC,2002-01-01,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11,nintendo_console,THQ
10151,10153.0,Hot Wheels Velocity X,GC,2002-01-01,Racing,THQ,0.09,0.02,0.0,0.0,0.11,nintendo_handheld,Namco Bandai Games
10152,10154.0,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,nintendo_console,other
10153,10155.0,Spyborgs,Wii,2009-01-01,Action,Capcom,0.1,0.01,0.0,0.01,0.11,nintendo_handheld,THQ
10154,10156.0,American Girl: Julie Finds a Way,DS,2007-01-01,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,nintendo_handheld,Konami Digital Entertainment
10155,10157.0,Contra Advance: The Alien Wars EX,GBA,2002-01-01,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11,playstation,Konami Digital Entertainment
10156,10158.0,Jikkyou Powerful Pro Baseball 2016,PS3,2016-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,nintendo_console,Activision
10157,10159.0,The History Channel: Battle for the Pacific,Wii,2007-01-01,Shooter,Activision,0.1,0.0,0.0,0.01,0.11,,other
10158,10160.0,18 Wheels of Steel: Extreme Trucker 2,PC,2011-01-01,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11,nintendo_handheld,other
10159,10161.0,Happy Feet Two,3DS,2011-01-01,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,playstation,other
10160,10162.0,Army Men: RTS,PS2,2002-01-01,Strategy,3DO,0.05,0.04,0.0,0.01,0.11,nintendo_console,Namco Bandai Games
10161,10163.0,Mobile Suit Gundam: MS Sensen 0079,Wii,2007-01-01,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,playstation,other
10162,10164.0,Pinball Hall of Fame: The Williams Collection,PSP,2008-01-01,Misc,System 3 Arcade Software,0.09,0.01,0.0,0.01,0.11,xbox,other
10163,10165.0,Space Chimps,X360,2008-01-01,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,xbox,other
10164,10166.0,The Spiderwick Chronicles,X360,2008-01-01,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11,,other
10165,10167.0,Project CARS,PC,2015-01-01,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11,nintendo_handheld,other
10166,10168.0,Green Lantern: Rise of the Manhunters,DS,2011-01-01,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,playstation,other
10167,10169.0,Eragon,PSP,2006-01-01,Action,Vivendi Games,0.1,0.0,0.0,0.01,0.11,playstation,THQ
10168,10170.0,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011-01-01,Adventure,THQ,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,other
10169,10171.0,Guitar Rock Tour,DS,2007-01-01,Misc,Gameloft,0.1,0.0,0.0,0.01,0.11,nintendo_console,other
10170,10172.0,Mortal Kombat: Deception,GC,2005-01-01,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,xbox,Sega
10171,10173.0,ESPN NHL Hockey,XB,2003-01-01,Sports,Sega,0.08,0.02,0.0,0.0,0.11,playstation,other
10172,10174.0,Monster Lab,PS2,2008-01-01,Role-Playing,Eidos Interactive,0.05,0.04,0.0,0.01,0.11,nintendo_handheld,Activision
10173,10175.0,XXX,GBA,2002-01-01,Action,Activision,0.08,0.03,0.0,0.0,0.11,,other
10174,10176.0,Machinarium,PC,2009-01-01,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,playstation,Ubisoft
10175,10177.0,The Smurfs 2,PS3,2013-01-01,Platform,Ubisoft,0.02,0.07,0.0,0.02,0.11,playstation,other
10176,10178.0,Maximum Force,PS,1997-01-01,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.11,nintendo_handheld,Ubisoft
10177,10179.0,NCIS 3D,3DS,2011-01-01,Adventure,Ubisoft,0.06,0.04,0.0,0.01,0.11,playstation,other
10178,10180.0,Worms Forts: Under Siege,PS2,2004-01-01,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,nintendo_handheld,other
10179,10181.0,Alvin and the Chipmunks: Chipwrecked,DS,2011-01-01,Misc,505 Games,0.07,0.03,0.0,0.01,0.11,nintendo_console,Ubisoft
10180,10182.0,Totally Spies! Totally Party,Wii,2008-01-01,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.11,xbox,other
10181,10183.0,Smash Court Tennis 3,X360,2007-01-01,Sports,Atari,0.08,0.02,0.0,0.01,0.11,nintendo_handheld,other
10182,10184.0,ATV Quad Kings,DS,2010-01-01,Racing,Storm City Games,0.1,0.0,0.0,0.01,0.11,nintendo_handheld,other
10183,10185.0,Naruto Shippuden: Naruto vs. Sasuke,DS,2008-01-01,Action,Takara Tomy,0.08,0.0,0.03,0.01,0.11,nintendo_handheld,Namco Bandai Games
10184,10186.0,DualPenSports,3DS,2011-01-01,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,xbox,other
10185,10187.0,Project: Snowblind,XB,2005-01-01,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,playstation,other
10186,10188.0,Astro Boy: The Video Game,PS2,2009-01-01,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,nintendo_handheld,other
10187,10189.0,HOP,DS,2011-01-01,Platform,505 Games,0.09,0.01,0.0,0.01,0.11,playstation,Sony Computer Entertainment
10188,10190.0,Brave Story: New Traveler (US sales),PSP,2006-01-01,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11,xbox,Activision
10189,10191.0,Disney's Extreme Skate Adventure,XB,2003-01-01,Sports,Activision,0.08,0.02,0.0,0.0,0.11,playstation,Namco Bandai Games
10190,10192.0,Tales of Phantasia (PS1 & PSP Versions),PSP,2006-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,Sega
10191,10193.0,Kouchuu Ouja Mushi King: Super Collection,DS,2007-01-01,Action,Sega,0.0,0.0,0.11,0.0,0.11,nintendo_console,THQ
10192,10194.0,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003-01-01,Action,THQ,0.09,0.02,0.0,0.0,0.11,nintendo_handheld,other
10193,10195.0,Pac-Man World 2,GBA,2005-01-01,Action,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,playstation,other
10194,10196.0,Yoostar2,PS3,2011-01-01,Misc,Unknown,0.04,0.05,0.0,0.02,0.11,playstation,THQ
10195,10197.0,Avatar: The Last Airbender,PSP,2006-01-01,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,nintendo_console,Nintendo
10196,10198.0,Odama,GC,2006-01-01,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,xbox,Konami Digital Entertainment
10197,10199.0,Karaoke Revolution Presents American Idol Encore,X360,2008-01-01,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,xbox,other
10198,10200.0,FlatOut: Ultimate Carnage,X360,2007-01-01,Racing,Empire Interactive,0.07,0.03,0.0,0.01,0.11,playstation,other
10199,10201.0,Mobile Light Force 2,PS2,2002-01-01,Shooter,Taito,0.05,0.04,0.0,0.01,0.11,playstation,other
10200,10202.0,Naval Ops: Warship Gunner,PS2,2003-01-01,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,nintendo_handheld,Nintendo
10201,10203.0,Soma Bringer,DS,2008-01-01,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11,nintendo_console,other
10202,10204.0,"Sesame Street: Ready, Set, Grover!",Wii,2011-01-01,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,playstation,other
10203,10205.0,Shin Sangoku Musou 6 Special,PSP,2011-01-01,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,xbox,THQ
10204,10206.0,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011-01-01,Action,THQ,0.07,0.03,0.0,0.01,0.11,playstation,Sony Computer Entertainment
10205,10207.0,Go! Sudoku (JP sales),PSP,2005-01-01,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,playstation,Electronic Arts
10206,10208.0,EA Replay,PSP,2006-01-01,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.11,nintendo_handheld,THQ
10207,10209.0,Paws & Claws Pet Vet: Australian Adventures,DS,2009-01-01,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,nintendo_console,other
10208,10210.0,Bionicle Heroes,GC,2006-01-01,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,nintendo_handheld,other
10209,10211.0,Trauma Center: Under the Knife 2,DS,2008-01-01,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11,nintendo_handheld,THQ
10210,10212.0,Puss in Boots,DS,2011-01-01,Action,THQ,0.09,0.01,0.0,0.01,0.11,playstation,other
10211,10213.0,Split/Second,PSP,2010-01-01,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11,nintendo_console,other
10212,10214.0,The Croods: Prehistoric Party!,Wii,2013-01-01,Misc,D3Publisher,0.03,0.07,0.0,0.01,0.11,playstation,other
10213,10215.0,The King of Fighters 2000/2001,PS2,2003-01-01,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,sega,Sega
10214,10216.0,Lunacy,SAT,1996-01-01,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,playstation,other
10215,10217.0,Batman & Robin,PS,1998-01-01,Action,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,nintendo_console,other
10216,10218.0,Snowboard Kids 2,N64,1999-01-01,Sports,Atlus,0.09,0.02,0.0,0.0,0.11,nintendo_console,Ubisoft
10217,10219.0,Tonic Trouble,N64,1999-01-01,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11,nintendo_console,THQ
10218,10220.0,Nuclear Strike 64,N64,1999-01-01,Simulation,THQ,0.09,0.02,0.0,0.0,0.11,nintendo_console,other
10219,10221.0,Chameleon Twist,N64,1997-01-01,Platform,Sunsoft,0.09,0.02,0.0,0.0,0.11,nintendo_console,other
10220,10222.0,Top Gear Rally 2,N64,1999-01-01,Racing,Kemco,0.09,0.02,0.0,0.0,0.11,nintendo_console,other
10221,10223.0,Chopper Attack,N64,1997-01-01,Action,GT Interactive,0.09,0.02,0.0,0.0,0.11,nintendo_console,Activision
10222,10224.0,Vigilante 8: 2nd Offense,N64,2000-01-01,Racing,Activision,0.09,0.02,0.0,0.0,0.11,nintendo_console,other
10223,10225.0,Fighting Force 64,N64,1999-01-01,Action,Crave Entertainment,0.09,0.02,0.0,0.0,0.11,,other
10224,10226.0,Thief (2014),PC,2014-01-01,Action,Square Enix,0.0,0.09,0.0,0.02,0.11,nintendo_console,other
10225,10227.0,Rock Band: Metal Track Pack,Wii,2009-01-01,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11,playstation,Namco Bandai Games
10226,10228.0,Pac-Man and the Ghostly Adventures 2,PS3,2014-01-01,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.02,0.11,playstation,other
10227,10229.0,BlazBlue: Calamity Trigger Portable,PSP,2010-01-01,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,xbox,other
10228,10230.0,Night at the Museum: Battle of the Smithsonian,X360,2009-01-01,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,sega,other
10229,10231.0,Street Fighter Collection,SAT,1996-01-01,Fighting,Capcom,0.0,0.0,0.11,0.0,0.11,playstation,Namco Bandai Games
10230,10232.0,Ninja Assault,PS2,2002-01-01,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,playstation,Namco Bandai Games
10231,10233.0,Tales of Berseria,PS3,2016-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,playstation,other
10232,10234.0,Samurai Warriors 4,PSV,2014-01-01,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,playstation,other
10233,10235.0,GunGriffon Blaze,PS2,2000-01-01,Simulation,Swing! Entertainment,0.05,0.04,0.0,0.01,0.11,playstation,other
10234,10236.0,Higurashi no Naku Koro ni Matsuri,PS2,2007-01-01,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.11,playstation,Konami Digital Entertainment
10235,10237.0,Frontier Gate,PSP,2011-01-01,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,playstation,Activision
10236,10238.0,Transformers: Devastation,PS3,2015-01-01,Action,Activision,0.03,0.07,0.0,0.02,0.11,playstation,other
10237,10239.0,Top Angler: Real Bass Fishing,PS2,2002-01-01,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.11,nintendo_handheld,other
10238,10240.0,Gabrielle's Ghostly Groove 3D,3DS,2011-01-01,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,xbox,other
10239,10241.0,Michael Phelps: Push the Limit,X360,2011-01-01,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,playstation,other
10240,10242.0,Breakout,PS,1999-01-01,Puzzle,Hasbro Interactive,0.06,0.04,0.0,0.01,0.11,playstation,Konami Digital Entertainment
10241,10243.0,Frogger: Helmet Chaos,PSP,2005-01-01,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,nintendo_handheld,other
10242,10244.0,AKB48+Me,3DS,2012-01-01,Action,Unknown,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,other
10243,10245.0,Touch Detective 2 1/2,DS,2007-01-01,Adventure,505 Games,0.09,0.0,0.01,0.01,0.11,playstation,other
10244,10246.0,Alias,PS2,2004-01-01,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,xbox,Sega
10245,10247.0,Planet 51,X360,2009-01-01,Action,Sega,0.07,0.03,0.0,0.01,0.11,,Ubisoft
10246,10248.0,Call of Juarez: The Cartel,PC,2011-01-01,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,sega,Sega
10247,10249.0,Sakura Taisen Hanagumi Tsuushin,SAT,1997-01-01,Misc,Sega,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,Nintendo
10248,10250.0,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004-01-01,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,nintendo_console,Konami Digital Entertainment
10249,10251.0,Tornado Outbreak,Wii,2009-01-01,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,xbox,Activision
10250,10252.0,Pimp My Ride,X360,2006-01-01,Racing,Activision,0.1,0.01,0.0,0.01,0.11,playstation,Ubisoft
10251,10253.0,Michael Jackson: The Experience,PSV,2011-01-01,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11,nintendo_console,other
10252,10254.0,Astro Boy: The Video Game,Wii,2009-01-01,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,xbox,other
10253,10255.0,Outlaw Golf: Nine Holes of Christmas,XB,2002-01-01,Sports,Simon & Schuster Interactive,0.08,0.02,0.0,0.0,0.11,xbox,other
10254,10256.0,NHL Rivals 2004,XB,2003-01-01,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,xbox,Activision
10255,10257.0,X-Men: Next Dimension,XB,2002-01-01,Fighting,Activision,0.08,0.02,0.0,0.0,0.11,playstation,other
10256,10258.0,Tyco RC: Assault with a Battery,PS,1999-01-01,Racing,Syscom,0.06,0.04,0.0,0.01,0.11,playstation,other
10257,10259.0,Felony 11-79,PS,1997-01-01,Racing,ASCII Entertainment,0.06,0.04,0.0,0.01,0.11,playstation,other
10258,10260.0,Terraria,PSV,2013-01-01,Action,Screenlife,0.0,0.01,0.09,0.0,0.11,nintendo_console,other
10259,10261.0,Classic Road,SNES,1993-01-01,Sports,Victor Interactive,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,other
10260,10262.0,Bust-A-Move DS,DS,2005-01-01,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,nintendo_handheld,THQ
10261,10263.0,Nicktoons: Unite!,DS,2006-01-01,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,nintendo_handheld,Electronic Arts
10262,10264.0,SimAnimals Africa,DS,2009-01-01,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,0.11,nintendo_console,other
10263,10265.0,Death Jr.: Root of Evil,Wii,2008-01-01,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,playstation,Namco Bandai Games
10264,10266.0,One Piece: Burning Blood,PSV,2016-01-01,Fighting,Namco Bandai Games,0.0,0.03,0.07,0.01,0.11,sega,Sega
